,timestamp,W,VLN,Day
598966,00:00:00,14.940999985,239.07600403,Saturday
598967,00:00:01,15.875800133,239.07499695,Saturday
598968,00:00:03,15.411999702,239.09599304,Saturday
598969,00:00:04,15.453499794,239.09300232,Saturday
598970,00:00:05,15.415499687,239.08900452,Saturday
598971,00:00:07,14.525899887,239.0980072,Saturday
598972,00:00:08,14.520999908,239.11000061,Saturday
598973,00:00:09,15.699999809,239.125,Saturday
598974,00:00:10,15.67840004,239.14500427,Saturday
598975,00:00:12,15.989100456,239.17799377,Saturday
598976,00:00:13,15.959199905,239.19299316,Saturday
598977,00:00:14,15.081600189,239.20700073,Saturday
598978,00:00:16,14.121500015,239.23800659,Saturday
598979,00:00:17,15.605500221,239.24099731,Saturday
598980,00:00:18,14.338100433,239.22900391,Saturday
598981,00:00:20,15.376700401,239.21899414,Saturday
598982,00:00:21,13.513400078,239.21099854,Saturday
598983,00:00:22,15.485099792,239.19700623,Saturday
598984,00:00:24,14.590299606,239.17199707,Saturday
598985,00:00:25,15.562700272,239.15299988,Saturday
598986,00:00:26,15.536700249,239.14300537,Saturday
598987,00:00:28,15.511799812,239.13000488,Saturday
598988,00:00:29,15.472299576,239.1309967,Saturday
598989,00:00:30,15.459400177,239.12199402,Saturday
598990,00:00:31,14.716500282,239.11500549,Saturday
598991,00:00:33,14.717300415,239.11399841,Saturday
598992,00:00:34,14.752200127,239.1269989,Saturday
598993,00:00:35,14.724399567,239.13000488,Saturday
598994,00:00:37,14.761099815,239.125,Saturday
598995,00:00:38,14.789600372,239.1269989,Saturday
598996,00:00:39,15.599499702,239.1309967,Saturday
598997,00:00:41,14.611100197,239.13800049,Saturday
598998,00:00:42,14.642800331,239.13900757,Saturday
598999,00:00:43,14.630000114,239.14500427,Saturday
599000,00:00:45,15.587100029,239.13800049,Saturday
599001,00:00:46,15.607299805,239.13600159,Saturday
599002,00:00:47,15.596099854,239.13600159,Saturday
599003,00:00:49,15.841300011,239.13600159,Saturday
599004,00:00:50,15.81760025,239.14599609,Saturday
599005,00:00:51,14.838600159,239.1519928,Saturday
599006,00:00:52,14.831800461,239.17199707,Saturday
599007,00:00:54,14.132499695,239.20399475,Saturday
599008,00:00:55,15.303899765,239.2230072,Saturday
599009,00:00:56,15.329500198,239.23100281,Saturday
599010,00:00:58,15.248399734,239.2539978,Saturday
599011,00:00:59,14.447899818,239.26199341,Saturday
599012,00:01:00,15.477600098,239.29400635,Saturday
599013,00:01:02,14.679100037,239.32299805,Saturday
599014,00:01:03,14.66230011,239.33500671,Saturday
599015,00:01:05,14.653800011,239.35699463,Saturday
599016,00:01:06,15.328300476,239.36099243,Saturday
599017,00:01:07,15.300900459,239.36700439,Saturday
599018,00:01:09,15.257200241,239.38900757,Saturday
599019,00:01:10,14.492600441,239.397995,Saturday
599020,00:01:11,15.411899567,239.40600586,Saturday
599021,00:01:13,15.405099869,239.41099548,Saturday
599022,00:01:14,15.407899857,239.42199707,Saturday
599023,00:01:15,15.378899574,239.43600464,Saturday
599024,00:01:16,15.412599564,239.44799805,Saturday
599025,00:01:18,15.364700317,239.47599792,Saturday
599026,00:01:19,15.357899666,239.48899841,Saturday
599027,00:01:20,15.34869957,239.50799561,Saturday
599028,00:01:22,15.32970047,239.5249939,Saturday
599029,00:01:23,15.291399956,239.53599548,Saturday
599030,00:01:24,15.314599991,239.55299377,Saturday
599031,00:01:26,14.789899826,239.58399963,Saturday
599032,00:01:27,14.820400238,239.5980072,Saturday
599033,00:01:28,14.825099945,239.60899353,Saturday
599034,00:01:30,14.796999931,239.64100647,Saturday
599035,00:01:31,14.786000252,239.65600586,Saturday
599036,00:01:32,13.989800453,239.67399597,Saturday
599037,00:01:34,14.973400116,239.69999695,Saturday
599038,00:01:35,14.962400436,239.71400452,Saturday
599039,00:01:36,14.943499565,239.72999573,Saturday
599040,00:01:37,14.942299843,239.74299622,Saturday
599041,00:01:39,14.146699905,239.77200317,Saturday
599042,00:01:40,14.176699638,239.78399658,Saturday
599043,00:01:41,15.441699982,239.80299377,Saturday
599044,00:01:43,15.428999901,239.82899475,Saturday
599045,00:01:44,14.725600243,239.85099792,Saturday
599046,00:01:45,14.751299858,239.88200378,Saturday
599047,00:01:47,14.773099899,239.93899536,Saturday
599048,00:01:48,15.869099617,239.95700073,Saturday
599049,00:01:49,14.968999863,239.96200562,Saturday
599050,00:01:50,14.988300323,239.96699524,Saturday
599051,00:01:52,15.002900124,240.07000732,Saturday
599052,00:01:53,15.018099785,240.11399841,Saturday
599053,00:01:54,15.006999969,240.15699768,Saturday
599054,00:01:56,15.013799667,240.21099854,Saturday
599055,00:01:57,14.985099792,240.23599243,Saturday
599056,00:01:58,14.967499733,240.26300049,Saturday
599057,00:02:00,14.94410038,240.31399536,Saturday
599058,00:02:01,14.967499733,240.33200073,Saturday
599059,00:02:02,13.945300102,240.34599304,Saturday
599060,00:02:04,14.741399765,240.36599731,Saturday
599061,00:02:05,14.717700005,240.38600159,Saturday
599062,00:02:06,15.519200325,240.40600586,Saturday
599063,00:02:08,15.579400063,240.41900635,Saturday
599064,00:02:09,15.592599869,240.42199707,Saturday
599065,00:02:10,15.552100182,240.43499756,Saturday
599066,00:02:12,14.74750042,240.46000671,Saturday
599067,00:02:13,14.748700142,240.47799683,Saturday
599068,00:02:14,15.458399773,240.48199463,Saturday
599069,00:02:16,14.513299942,240.49099731,Saturday
599070,00:02:17,14.536800385,240.49200439,Saturday
599071,00:02:18,14.567700386,240.4980011,Saturday
599072,00:02:19,14.579400063,240.5019989,Saturday
599073,00:02:21,15.348600388,240.51800537,Saturday
599074,00:02:22,15.338600159,240.5269928,Saturday
599075,00:02:23,15.296099663,240.53799438,Saturday
599076,00:02:25,14.539600372,240.56100464,Saturday
599077,00:02:26,14.530200005,240.56500244,Saturday
599078,00:02:27,14.553899765,240.56799316,Saturday
599079,00:02:29,15.38010025,240.58599854,Saturday
599080,00:02:30,15.363599777,240.58999634,Saturday
599081,00:02:31,15.343000412,240.6000061,Saturday
599082,00:02:33,15.317700386,240.62600708,Saturday
599083,00:02:34,15.28619957,240.63999939,Saturday
599084,00:02:35,15.244299889,240.61399841,Saturday
599085,00:02:36,15.20759964,240.61199951,Saturday
599086,00:02:38,15.217000008,240.59500122,Saturday
599087,00:02:39,15.188699722,240.58599854,Saturday
599088,00:02:40,15.16989994,240.58200073,Saturday
599089,00:02:42,15.154000282,240.52999878,Saturday
599090,00:02:43,15.133500099,240.49899292,Saturday
599091,00:02:44,15.108300209,240.46299744,Saturday
599092,00:02:46,15.137599945,240.40600586,Saturday
599093,00:02:47,15.139699936,240.38999939,Saturday
599094,00:02:48,15.116499901,240.37399292,Saturday
599095,00:02:50,15.853699684,240.33099365,Saturday
599096,00:02:51,14.820699692,240.31599426,Saturday
599097,00:02:52,14.847599983,240.30200195,Saturday
599098,00:02:53,14.861800194,240.28999329,Saturday
599099,00:02:54,14.860899925,240.28999329,Saturday
599100,00:02:55,14.847299576,240.28599548,Saturday
599101,00:02:56,14.824199677,240.28100586,Saturday
599102,00:02:57,15.504799843,240.28100586,Saturday
599103,00:02:58,14.80340004,240.27999878,Saturday
599104,00:02:59,14.817000389,240.2769928,Saturday
599105,00:03:00,14.812700272,240.27200317,Saturday
599106,00:03:02,14.842900276,240.2539978,Saturday
599107,00:03:03,14.847700119,240.24499512,Saturday
599108,00:03:05,14.814900398,240.21800232,Saturday
599109,00:03:06,14.821399689,240.21000671,Saturday
599110,00:03:07,14.804699898,240.17700195,Saturday
599111,00:03:09,15.002099991,240.1000061,Saturday
599112,00:03:10,15.025899887,240.06100464,Saturday
599113,00:03:11,15.024100304,240.02099609,Saturday
599114,00:03:12,15.044400215,239.99499512,Saturday
599115,00:03:14,15.022299767,239.94500732,Saturday
599116,00:03:15,15.056400299,239.92300415,Saturday
599117,00:03:16,15.03069973,239.90100098,Saturday
599118,00:03:18,15.054900169,239.86700439,Saturday
599119,00:03:19,15.07820034,239.852005,Saturday
599120,00:03:20,15.055100441,239.83200073,Saturday
599121,00:03:22,15.065699577,239.80900574,Saturday
599122,00:03:23,15.075900078,239.78999329,Saturday
599123,00:03:24,15.047599792,239.77400208,Saturday
599124,00:03:26,15.002099991,239.75300598,Saturday
599125,00:03:27,13.955400467,239.75100708,Saturday
599126,00:03:28,15.04940033,239.73899841,Saturday
599127,00:03:30,15.015199661,239.72099304,Saturday
599128,00:03:31,15.025600433,239.7230072,Saturday
599129,00:03:32,14.322600365,239.71299744,Saturday
599130,00:03:34,15.397999763,239.70100403,Saturday
599131,00:03:35,15.422300339,239.69900513,Saturday
599132,00:03:36,14.29940033,239.69799805,Saturday
599133,00:03:38,15.243100166,239.67599487,Saturday
599134,00:03:39,15.24750042,239.66499329,Saturday
599135,00:03:40,15.21969986,239.66099548,Saturday
599136,00:03:41,16.370500565,239.63800049,Saturday
599137,00:03:43,15.930100441,239.6210022,Saturday
599138,00:03:44,14.75399971,239.61500549,Saturday
599139,00:03:45,14.775600433,239.61700439,Saturday
599140,00:03:47,14.774800301,239.61700439,Saturday
599141,00:03:48,14.790100098,239.61500549,Saturday
599142,00:03:49,14.778800011,239.61799622,Saturday
599143,00:03:51,14.77120018,239.66799927,Saturday
599144,00:03:52,15.461000443,239.69599915,Saturday
599145,00:03:53,15.426400185,239.71600342,Saturday
599146,00:03:55,15.408800125,239.74299622,Saturday
599147,00:03:56,15.381799698,239.79400635,Saturday
599148,00:03:57,15.349100113,239.84300232,Saturday
599149,00:03:59,15.342599869,239.91999817,Saturday
599150,00:04:00,15.314499855,239.95599365,Saturday
599151,00:04:01,15.278400421,239.99299622,Saturday
599152,00:04:02,15.302700043,240.0269928,Saturday
599153,00:04:03,14.320899963,241.52999878,Saturday
599154,00:04:04,14.317299843,241.5249939,Saturday
599155,00:04:05,14.348199844,241.52999878,Saturday
599156,00:04:06,14.341099739,241.53399658,Saturday
599157,00:04:07,15.008700371,241.53399658,Saturday
599158,00:04:08,15.045200348,241.52600098,Saturday
599159,00:04:10,14.993700027,241.49200439,Saturday
599160,00:04:11,14.969599724,241.47999573,Saturday
599161,00:04:12,14.961999893,241.47000122,Saturday
599162,00:04:14,14.939399719,241.44999695,Saturday
599163,00:04:15,15.682999611,241.44900513,Saturday
599164,00:04:16,15.663499832,241.45100403,Saturday
599165,00:04:18,14.770400047,241.43899536,Saturday
599166,00:04:19,14.770400047,241.43899536,Saturday
599167,00:04:20,14.802200317,241.43499756,Saturday
599168,00:04:21,14.825300217,241.42799377,Saturday
599169,00:04:22,14.861599922,241.42900085,Saturday
599170,00:04:23,14.890199661,241.42700195,Saturday
