,timestamp,W,VLN,Day
1065092,00:00:00,15.077300072,229.61300659,Monday
1065093,00:00:01,16.433099747,229.6210022,Monday
1065094,00:00:02,15.679900169,229.63000488,Monday
1065095,00:00:03,16.749599457,229.62399292,Monday
1065096,00:00:04,16.743999481,229.63299561,Monday
1065097,00:00:05,14.84829998,229.64199829,Monday
1065098,00:00:06,16.427999496,229.65699768,Monday
1065099,00:00:07,15.554300308,229.66900635,Monday
1065100,00:00:08,15.584500313,229.68699646,Monday
1065101,00:00:09,15.590600014,229.71000671,Monday
1065102,00:00:10,15.621600151,229.73199463,Monday
1065103,00:00:11,16.379199982,229.7460022,Monday
1065104,00:00:12,14.846300125,229.76400757,Monday
1065105,00:00:13,14.882599831,229.77400208,Monday
1065106,00:00:15,15.003199577,229.88999939,Monday
1065107,00:00:16,14.996199608,229.94799805,Monday
1065108,00:00:17,14.105999947,229.9960022,Monday
1065109,00:00:18,15.994299889,230.04899597,Monday
1065110,00:00:19,14.668299675,230.10299683,Monday
1065111,00:00:21,16.113800049,230.19599915,Monday
1065112,00:00:22,14.491999626,230.23300171,Monday
1065113,00:00:23,14.484399796,230.2769928,Monday
1065114,00:00:24,15.670100212,230.30799866,Monday
1065115,00:00:25,14.320599556,230.33999634,Monday
1065116,00:00:26,14.310299873,230.36700439,Monday
1065117,00:00:27,15.035900116,230.38699341,Monday
1065118,00:00:28,14.337499619,230.40600586,Monday
1065119,00:00:29,15.496899605,230.4750061,Monday
1065120,00:00:30,15.472599983,231.73899841,Monday
1065121,00:00:31,14.558300018,231.75,Monday
1065122,00:00:32,14.597700119,231.78399658,Monday
1065123,00:00:33,14.62749958,231.80000305,Monday
1065124,00:00:34,14.638799667,231.81199646,Monday
1065125,00:00:35,14.652299881,231.82000732,Monday
1065126,00:00:36,15.751000404,231.82200623,Monday
1065127,00:00:37,13.897999763,231.81500244,Monday
1065128,00:00:38,14.934300423,231.81100464,Monday
1065129,00:00:39,15.7354002,231.80900574,Monday
1065130,00:00:40,14.422400475,231.81199646,Monday
1065131,00:00:41,14.425499916,231.83500671,Monday
1065132,00:00:43,15.114199638,231.88400269,Monday
1065133,00:00:44,15.079400063,231.91700745,Monday
1065134,00:00:45,15.080499649,231.94400024,Monday
1065135,00:00:46,15.110899925,231.95599365,Monday
1065136,00:00:47,15.086400032,231.95799255,Monday
1065137,00:00:49,15.088199615,231.95700073,Monday
1065138,00:00:50,15.087100029,231.96299744,Monday
1065139,00:00:51,15.061900139,231.98300171,Monday
1065140,00:00:52,15.099499702,232.00999451,Monday
1065141,00:00:53,15.094599724,232.02999878,Monday
1065142,00:00:54,14.296500206,232.05299377,Monday
1065143,00:00:56,15.393899918,232.03900146,Monday
1065144,00:00:57,13.664699554,232.03500366,Monday
1065145,00:00:58,13.674900055,232.02099609,Monday
1065146,00:00:59,16.070400238,232.02099609,Monday
