,timestamp,W,VLN,Day
2962692,00:00:00,17.998699188,233.85299683,Friday
2962693,00:00:01,17.998699188,233.85299683,Friday
2962694,00:00:04,18.326599121,233.91000366,Friday
2962695,00:00:07,17.250400543,233.97099304,Friday
2962696,00:00:10,17.060800552,234.13299561,Friday
2962697,00:00:11,17.070699692,234.20100403,Friday
2962698,00:00:12,18.215099335,234.23899841,Friday
2962699,00:00:13,16.567899704,234.272995,Friday
2962700,00:00:14,16.567899704,234.272995,Friday
2962701,00:00:17,17.667499542,234.38699341,Friday
2962702,00:00:20,16.504299164,234.55000305,Friday
2962703,00:00:23,16.640100479,234.68200684,Friday
2962704,00:00:24,17.535499573,234.7559967,Friday
2962705,00:00:25,16.63310051,234.78700256,Friday
2962706,00:00:26,16.63310051,234.78700256,Friday
2962707,00:00:27,17.875799179,234.83999634,Friday
2962708,00:00:30,16.301000595,235.0059967,Friday
2962709,00:00:33,17.167499542,235.1519928,Friday
2962710,00:00:34,17.225799561,235.27600098,Friday
2962711,00:00:35,17.192399979,235.33999634,Friday
2962712,00:00:36,17.192399979,235.33999634,Friday
2962713,00:00:37,17.191799164,235.40899658,Friday
2962714,00:00:40,17.19659996,235.60800171,Friday
2962715,00:00:45,17.203100204,235.84199524,Friday
2962716,00:00:46,17.161699295,235.9019928,Friday
2962717,00:00:47,18.155500412,235.92900085,Friday
2962718,00:00:48,16.625799179,235.94999695,Friday
2962719,00:00:49,16.625799179,235.94999695,Friday
2962720,00:00:50,17.918800354,235.96800232,Friday
2962721,00:00:51,16.661699295,236.04400635,Friday
2962722,00:00:52,16.653900146,236.08599854,Friday
2962723,00:00:53,16.653900146,236.08599854,Friday
2962724,00:00:54,16.676000595,236.12600708,Friday
2962725,00:00:57,17.562400818,236.23300171,Friday
2962726,00:00:58,17.492300034,236.30299377,Friday
2962727,00:00:59,17.45249939,236.33399963,Friday
2962728,00:01:00,17.45249939,236.33399963,Friday
2962729,00:01:01,16.614900589,236.36099243,Friday
2962730,00:01:02,16.6772995,236.41299438,Friday
2962731,00:01:03,16.695899963,236.43200684,Friday
2962732,00:01:04,17.587499619,236.44999695,Friday
2962733,00:01:05,17.587499619,236.44999695,Friday
2962734,00:01:10,16.789499283,236.38400269,Friday
2962735,00:01:13,16.769699097,236.28900146,Friday
2962736,00:01:18,16.772899628,235.50900269,Friday
2962737,00:01:21,16.646499634,234.82200623,Friday
2962738,00:01:24,17.422399521,234.79200745,Friday
2962739,00:01:25,16.861000061,234.77200317,Friday
2962740,00:01:26,15.990400314,234.7460022,Friday
2962741,00:01:27,16.012399673,234.71400452,Friday
2962742,00:01:28,16.012399673,234.71400452,Friday
2962743,00:01:29,17.193599701,234.67399597,Friday
2962744,00:01:30,16.014699936,234.58200073,Friday
2962745,00:01:31,16.754899979,234.52799988,Friday
2962746,00:01:32,17.700300217,234.46600342,Friday
2962747,00:01:33,17.700300217,234.46600342,Friday
2962748,00:01:36,15.609900475,234.31799316,Friday
2962749,00:01:37,17.023199081,234.24299622,Friday
2962750,00:01:38,17.938299179,234.23100281,Friday
2962751,00:01:39,16.505300522,234.19999695,Friday
2962752,00:01:40,16.505300522,234.19999695,Friday
2962753,00:01:41,16.544000626,234.15299988,Friday
2962754,00:01:42,17.799999237,234.07400513,Friday
