,timestamp,W,VLN,Day
1688271,00:00:00,15.115599632,240.53999329,Thursday
1688272,00:00:01,15.129099846,240.57200623,Thursday
1688273,00:00:02,15.139900208,240.58999634,Thursday
1688274,00:00:03,15.178199768,240.59199524,Thursday
1688275,00:00:04,15.173999786,240.58999634,Thursday
1688276,00:00:05,15.170900345,240.59100342,Thursday
1688277,00:00:06,15.16079998,240.60499573,Thursday
1688278,00:00:10,15.654000282,240.67500305,Thursday
1688279,00:00:11,14.292200089,240.67500305,Thursday
1688280,00:00:13,15.727800369,240.67700195,Thursday
1688281,00:00:14,14.403900146,240.69999695,Thursday
1688282,00:00:16,15.156399727,240.73399353,Thursday
1688283,00:00:17,15.123999596,240.74200439,Thursday
1688284,00:00:19,15.09679985,240.72399902,Thursday
1688285,00:00:20,15.064700127,240.71699524,Thursday
1688286,00:00:22,15.015899658,240.71699524,Thursday
1688287,00:00:23,15.043000221,240.72900391,Thursday
1688288,00:00:24,14.109199524,240.74299622,Thursday
1688289,00:00:25,14.121199608,240.7460022,Thursday
1688290,00:00:26,15.781599998,240.73399353,Thursday
1688291,00:00:27,14.233499527,240.7230072,Thursday
1688292,00:00:28,14.238800049,240.70799255,Thursday
1688293,00:00:29,14.26720047,240.69500732,Thursday
1688294,00:00:31,14.288399696,240.7230072,Thursday
1688295,00:00:32,14.268300056,240.7539978,Thursday
1688296,00:00:33,15.459899902,240.78100586,Thursday
1688297,00:00:34,14.146699905,240.80700684,Thursday
1688298,00:00:35,14.18200016,240.81700134,Thursday
1688299,00:00:36,14.210800171,240.81599426,Thursday
1688300,00:00:37,14.233799934,240.80400085,Thursday
1688301,00:00:38,14.245200157,240.79600525,Thursday
1688302,00:00:39,15.344599724,240.78799438,Thursday
1688303,00:00:41,15.31099987,240.81399536,Thursday
1688304,00:00:42,15.326499939,240.83299255,Thursday
1688305,00:00:44,15.31760025,240.87600708,Thursday
1688306,00:00:45,15.354700089,240.87800598,Thursday
1688307,00:00:46,15.33409977,240.86799622,Thursday
1688308,00:00:48,15.270700455,240.83700562,Thursday
1688309,00:00:49,15.270500183,240.83000183,Thursday
1688310,00:00:51,13.731599808,240.84899902,Thursday
1688311,00:00:52,14.732099533,240.86799622,Thursday
1688312,00:00:53,14.694299698,240.89300537,Thursday
1688313,00:00:55,14.675900459,240.92999268,Thursday
1688314,00:00:56,14.691100121,240.93299866,Thursday
1688315,00:00:58,14.710800171,240.90600586,Thursday
1688316,00:00:59,14.72729969,240.88800049,Thursday
1688317,00:01:01,14.76760006,240.8730011,Thursday
1688318,00:01:02,14.808400154,240.87800598,Thursday
1688319,00:01:03,14.789500237,240.88800049,Thursday
1688320,00:01:05,14.807299614,240.91400146,Thursday
1688321,00:01:06,14.822799683,240.92999268,Thursday
1688322,00:01:08,14.812700272,240.93600464,Thursday
1688323,00:01:09,14.776499748,240.94099426,Thursday
1688324,00:01:10,14.784000397,240.94099426,Thursday
1688325,00:01:12,14.81000042,240.92700195,Thursday
1688326,00:01:13,14.81649971,240.91600037,Thursday
1688327,00:01:15,14.045499802,240.80999756,Thursday
1688328,00:01:16,14.078499794,240.74200439,Thursday
1688329,00:01:18,15.615699768,240.65400696,Thursday
1688330,00:01:19,14.629099846,240.62600708,Thursday
1688331,00:01:21,14.663000107,240.58399963,Thursday
1688332,00:01:22,14.661000252,240.55900574,Thursday
1688333,00:01:24,14.690899849,240.47999573,Thursday
1688334,00:01:25,14.658499718,240.43499756,Thursday
1688335,00:01:26,14.641699791,240.39399719,Thursday
1688336,00:01:27,14.675999641,240.36099243,Thursday
1688337,00:01:28,14.706999779,240.33999634,Thursday
1688338,00:01:29,14.727899551,240.33999634,Thursday
1688339,00:01:30,14.747300148,240.33599854,Thursday
1688340,00:01:31,14.717399597,240.33900452,Thursday
1688341,00:01:33,14.723899841,240.32000732,Thursday
1688342,00:01:34,15.787199974,240.29699707,Thursday
1688343,00:01:36,14.991999626,240.29100037,Thursday
1688344,00:01:37,15.003399849,240.2250061,Thursday
1688345,00:01:38,15.02820015,240.20399475,Thursday
1688346,00:01:40,14.195199966,240.17700195,Thursday
1688347,00:01:41,14.211600304,240.17199707,Thursday
1688348,00:01:42,14.227600098,240.16299438,Thursday
1688349,00:01:43,14.243000031,240.1499939,Thursday
1688350,00:01:44,14.243700027,240.12800598,Thursday
1688351,00:01:45,14.982600212,240.1000061,Thursday
1688352,00:01:46,14.976799965,240.06700134,Thursday
1688353,00:01:47,14.94659996,240.02600098,Thursday
1688354,00:01:49,14.059200287,239.94700623,Thursday
1688355,00:01:50,15.374699593,239.91799927,Thursday
1688356,00:01:51,15.379300117,239.8999939,Thursday
1688357,00:01:52,15.373700142,239.89300537,Thursday
1688358,00:01:53,15.331800461,239.89599609,Thursday
1688359,00:01:54,14.633700371,239.90299988,Thursday
1688360,00:01:55,15.554699898,239.91400146,Thursday
1688361,00:01:56,15.548600197,239.92599487,Thursday
1688362,00:01:58,14.503899574,239.93099976,Thursday
1688363,00:01:59,14.517100334,239.91600037,Thursday
1688364,00:02:01,13.362999916,239.8809967,Thursday
1688365,00:02:02,14.386500359,239.86399841,Thursday
1688366,00:02:03,15.458299637,239.85699463,Thursday
1688367,00:02:05,14.663399696,239.88499451,Thursday
1688368,00:02:06,14.659899712,239.90899658,Thursday
1688369,00:02:07,14.645199776,239.92999268,Thursday
1688370,00:02:08,14.662400246,239.93600464,Thursday
1688371,00:02:09,14.685199738,239.92900085,Thursday
1688372,00:02:10,14.656000137,239.92399597,Thursday
1688373,00:02:11,14.66380024,239.92399597,Thursday
1688374,00:02:12,14.662699699,239.94099426,Thursday
1688375,00:02:13,14.680999756,239.96899414,Thursday
