,timestamp,W,VLN,Day
751822,00:00:00,58.497898102,233.2539978,Tuesday
751823,00:00:01,58.484798431,233.24099731,Tuesday
751824,00:00:04,58.540000916,233.2519989,Tuesday
751825,00:00:05,58.456501007,233.25,Tuesday
751826,00:00:06,58.53609848,233.23899841,Tuesday
751827,00:00:07,58.512798309,233.21200562,Tuesday
751828,00:00:10,58.467300415,233.14500427,Tuesday
751829,00:00:11,58.395999908,233.1519928,Tuesday
751830,00:00:12,58.387798309,233.15800476,Tuesday
751831,00:00:13,58.423900604,233.16499329,Tuesday
751832,00:00:14,58.333499908,233.15899658,Tuesday
751833,00:00:17,58.257198334,233.07200623,Tuesday
751834,00:00:18,58.220500946,233.04600525,Tuesday
751835,00:00:19,58.269599915,233.01400757,Tuesday
751836,00:00:20,58.222099304,232.99699402,Tuesday
751837,00:00:21,58.165699005,232.99299622,Tuesday
751838,00:00:24,58.111301422,232.9980011,Tuesday
751839,00:00:25,58.179199219,232.98800659,Tuesday
751840,00:00:26,58.167098999,232.96499634,Tuesday
751841,00:00:27,58.077701569,232.94400024,Tuesday
751842,00:00:30,58.121101379,232.9019928,Tuesday
751843,00:00:31,58.186500549,232.90400696,Tuesday
751844,00:00:32,58.223899841,232.91200256,Tuesday
751845,00:00:33,56.466300964,232.90699768,Tuesday
751846,00:00:34,58.250701904,232.89700317,Tuesday
751847,00:00:37,58.228599548,232.83099365,Tuesday
751848,00:00:38,58.248500824,232.82800293,Tuesday
751849,00:00:39,58.218799591,232.83200073,Tuesday
751850,00:00:40,58.199001312,232.84199524,Tuesday
751851,00:00:41,58.249198914,232.83299255,Tuesday
751852,00:00:42,58.249198914,232.83299255,Tuesday
751853,00:00:43,56.388000488,232.81900024,Tuesday
751854,00:00:44,58.696498871,232.79899597,Tuesday
751855,00:00:45,58.732498169,232.77799988,Tuesday
751856,00:00:46,58.662601471,232.7749939,Tuesday
751857,00:00:47,58.59349823,232.7749939,Tuesday
751858,00:00:48,58.625099182,232.77200317,Tuesday
751859,00:00:51,58.371498108,232.67300415,Tuesday
751860,00:00:52,58.313598633,232.6210022,Tuesday
751861,00:00:53,58.26089859,232.57899475,Tuesday
751862,00:00:54,58.227401733,232.56599426,Tuesday
751863,00:00:55,58.275901794,232.55700684,Tuesday
751864,00:00:56,58.183700562,232.52799988,Tuesday
751865,00:00:57,58.225799561,232.50100708,Tuesday
751866,00:00:58,58.203098297,232.46600342,Tuesday
751867,00:00:59,58.203098297,232.46600342,Tuesday
751868,00:01:00,58.15140152,232.43899536,Tuesday
751869,00:01:01,58.146198273,232.42500305,Tuesday
751870,00:01:02,58.146198273,232.42500305,Tuesday
751871,00:01:03,58.150001526,232.41499329,Tuesday
751872,00:01:04,58.123401642,232.41499329,Tuesday
751873,00:01:05,58.197101593,232.39900208,Tuesday
751874,00:01:06,58.093200684,232.38000488,Tuesday
751875,00:01:09,58.011100769,232.34899902,Tuesday
751876,00:01:10,57.994300842,232.35800171,Tuesday
751877,00:01:11,57.914901733,232.38400269,Tuesday
751878,00:01:14,56.760398865,232.36599731,Tuesday
751879,00:01:15,56.823898315,232.36700439,Tuesday
751880,00:01:16,56.884300232,232.375,Tuesday
751881,00:01:17,56.936698914,232.38600159,Tuesday
751882,00:01:18,57.082099915,232.39500427,Tuesday
751883,00:01:19,58.997898102,232.39900208,Tuesday
751884,00:01:20,58.915500641,232.41499329,Tuesday
751885,00:01:21,58.915500641,232.41499329,Tuesday
751886,00:01:22,58.81880188,232.42700195,Tuesday
751887,00:01:23,58.721099854,232.42799377,Tuesday
751888,00:01:26,58.571098328,232.33200073,Tuesday
751889,00:01:27,58.493099213,232.31100464,Tuesday
751890,00:01:28,58.467601776,232.29400635,Tuesday
751891,00:01:29,58.474498749,232.25700378,Tuesday
751892,00:01:32,58.452098846,232.18099976,Tuesday
751893,00:01:33,58.442199707,232.19599915,Tuesday
751894,00:01:34,58.391498566,232.19799805,Tuesday
751895,00:01:35,58.306999207,232.20100403,Tuesday
751896,00:01:38,58.246700287,232.27099609,Tuesday
751897,00:01:39,58.238601685,232.28500366,Tuesday
751898,00:01:42,58.140899658,232.34899902,Tuesday
751899,00:01:43,58.1208992,232.352005,Tuesday
751900,00:01:44,58.085098267,232.375,Tuesday
751901,00:01:45,57.979999542,232.4019928,Tuesday
751902,00:01:48,58.019699097,232.44700623,Tuesday
751903,00:01:49,57.962100983,232.46000671,Tuesday
751904,00:01:50,57.886699677,232.48500061,Tuesday
751905,00:01:51,57.918498993,232.51100159,Tuesday
751906,00:01:52,58.001998901,232.60800171,Tuesday
751907,00:01:53,58.013801575,233.86099243,Tuesday
751908,00:01:54,58.013801575,233.86099243,Tuesday
751909,00:01:55,58.00220108,233.8769989,Tuesday
751910,00:01:56,60.393299103,233.897995,Tuesday
751911,00:01:57,60.299198151,233.90499878,Tuesday
751912,00:01:58,57.129001617,233.89500427,Tuesday
751913,00:01:59,57.143100739,233.8999939,Tuesday
751914,00:02:00,57.209598541,233.91299438,Tuesday
751915,00:02:01,60.145301819,233.93299866,Tuesday
751916,00:02:04,57.861400604,233.92199707,Tuesday
751917,00:02:05,57.954399109,233.90699768,Tuesday
751918,00:02:06,57.93870163,233.90499878,Tuesday
751919,00:02:07,57.929599762,233.897995,Tuesday
751920,00:02:08,57.988399506,233.87800598,Tuesday
751921,00:02:09,57.988399506,233.87800598,Tuesday
751922,00:02:10,57.95880127,233.85299683,Tuesday
751923,00:02:11,57.933498383,233.83900452,Tuesday
751924,00:02:12,57.957901001,233.83299255,Tuesday
751925,00:02:13,58.041301727,233.83799744,Tuesday
751926,00:02:14,57.975299835,233.82800293,Tuesday
751927,00:02:15,58.036201477,233.81399536,Tuesday
751928,00:02:16,58.077301025,233.78999329,Tuesday
751929,00:02:19,58.015499115,233.78199768,Tuesday
751930,00:02:20,58.091499329,233.80000305,Tuesday
751931,00:02:21,58.062000275,233.80200195,Tuesday
751932,00:02:22,58.027198792,233.78999329,Tuesday
751933,00:02:23,58.067298889,233.76600647,Tuesday
751934,00:02:26,58.071201324,233.75500488,Tuesday
751935,00:02:27,58.166099548,233.76600647,Tuesday
751936,00:02:28,58.213100433,233.74099731,Tuesday
751937,00:02:29,58.122001648,233.7250061,Tuesday
751938,00:02:30,58.117900848,233.69999695,Tuesday
751939,00:02:33,58.129199982,233.69000244,Tuesday
751940,00:02:34,58.1208992,233.69400024,Tuesday
751941,00:02:35,58.15940094,233.68899536,Tuesday
751942,00:02:36,58.11869812,233.67500305,Tuesday
751943,00:02:39,58.108200073,233.68400574,Tuesday
751944,00:02:40,58.114898682,233.69799805,Tuesday
751945,00:02:41,58.162200928,233.70500183,Tuesday
751946,00:02:42,58.24879837,233.69900513,Tuesday
751947,00:02:43,58.146701813,233.68499756,Tuesday
751948,00:02:46,58.100101471,233.66099548,Tuesday
751949,00:02:47,58.080299377,233.67700195,Tuesday
751950,00:02:48,60.464401245,233.69200134,Tuesday
751951,00:02:49,58.359600067,233.70700073,Tuesday
751952,00:02:50,58.282299042,233.70700073,Tuesday
751953,00:02:53,56.061100006,233.65100098,Tuesday
751954,00:02:54,58.606300354,233.65800476,Tuesday
751955,00:02:55,58.613399506,233.67500305,Tuesday
751956,00:02:56,58.619098663,233.69700623,Tuesday
751957,00:02:59,58.923099518,233.72399902,Tuesday
751958,00:03:00,58.868301392,233.72900391,Tuesday
751959,00:03:01,58.791599274,233.74899292,Tuesday
751960,00:03:04,58.652500153,233.81599426,Tuesday
751961,00:03:05,58.61410141,233.82200623,Tuesday
751962,00:03:06,58.667301178,233.83900452,Tuesday
751963,00:03:09,58.562301636,233.91299438,Tuesday
751964,00:03:10,58.560100555,233.92700195,Tuesday
751965,00:03:11,58.595100403,233.92999268,Tuesday
