,timestamp,W,VLN,Day
2761535,00:00:00,16.704000473,247.10099792,Tuesday
2761536,00:00:01,15.817899704,247.11500549,Tuesday
2761537,00:00:02,17.160699844,247.14599609,Tuesday
2761538,00:00:03,18.626499176,247.17500305,Tuesday
2761539,00:00:04,16.966899872,247.19099426,Tuesday
2761540,00:00:05,15.977199554,247.18899536,Tuesday
2761541,00:00:06,17.465099335,247.18600464,Tuesday
2761542,00:00:07,15.848400116,247.18499756,Tuesday
2761543,00:00:08,15.856100082,247.19500732,Tuesday
2761544,00:00:09,16.888000488,247.21699524,Tuesday
2761545,00:00:10,16.868099213,247.24499512,Tuesday
2761546,00:00:12,16.729700089,247.27000427,Tuesday
2761547,00:00:13,16.691400528,247.27400208,Tuesday
2761548,00:00:14,16.691299438,247.26800537,Tuesday
2761549,00:00:15,16.680099487,247.2769928,Tuesday
2761550,00:00:16,16.648099899,247.29899597,Tuesday
2761551,00:00:17,16.632799149,247.33200073,Tuesday
2761552,00:00:18,15.469200134,247.36999512,Tuesday
2761553,00:00:19,16.770900726,247.38699341,Tuesday
2761554,00:00:20,16.742399216,247.397995,Tuesday
2761555,00:00:21,16.720899582,247.37399292,Tuesday
2761556,00:00:22,16.744100571,247.38800049,Tuesday
2761557,00:00:23,16.744499207,247.43299866,Tuesday
2761558,00:00:24,17.631700516,247.477005,Tuesday
2761559,00:00:25,15.856699944,247.51800537,Tuesday
2761560,00:00:26,17.266000748,247.51800537,Tuesday
2761561,00:00:27,17.237300873,247.51300049,Tuesday
2761562,00:00:29,17.197099686,247.50799561,Tuesday
2761563,00:00:30,16.224000931,247.51699829,Tuesday
2761564,00:00:31,17.437599182,247.5249939,Tuesday
2761565,00:00:32,17.398000717,247.51899719,Tuesday
2761566,00:00:33,17.359199524,247.49099731,Tuesday
2761567,00:00:34,17.316400528,247.46499634,Tuesday
2761568,00:00:35,17.300300598,247.44700623,Tuesday
2761569,00:00:36,17.260599136,247.44000244,Tuesday
2761570,00:00:37,17.21269989,247.43400574,Tuesday
2761571,00:00:38,17.185300827,247.42799377,Tuesday
2761572,00:00:39,17.161699295,247.40800476,Tuesday
2761573,00:00:41,16.028600693,247.3710022,Tuesday
2761574,00:00:42,16.754199982,247.3730011,Tuesday
2761575,00:00:44,16.712299347,247.38600159,Tuesday
2761576,00:00:45,16.681900024,247.37600708,Tuesday
2761577,00:00:49,16.691400528,247.38499451,Tuesday
2761578,00:00:50,16.690299988,247.36399841,Tuesday
2761579,00:00:52,16.664600372,247.30999756,Tuesday
2761580,00:00:53,16.637899399,247.30499268,Tuesday
2761581,00:00:55,16.647699356,247.28399658,Tuesday
2761582,00:00:56,16.617799759,247.26100159,Tuesday
2761583,00:00:58,16.665599823,247.22399902,Tuesday
2761584,00:00:59,16.648399353,247.21200562,Tuesday
2761585,00:01:01,16.646699905,247.16700745,Tuesday
2761586,00:01:02,16.673299789,247.14599609,Tuesday
2761587,00:01:03,16.695699692,247.13499451,Tuesday
2761588,00:01:04,16.685199738,247.12199402,Tuesday
2761589,00:01:05,16.717399597,247.09399414,Tuesday
2761590,00:01:06,16.700799942,247.07400513,Tuesday
2761591,00:01:08,16.741699219,247.12600708,Tuesday
2761592,00:01:09,16.701700211,247.147995,Tuesday
2761593,00:01:11,16.654899597,247.13999939,Tuesday
2761594,00:01:12,15.809900284,247.14399719,Tuesday
2761595,00:01:13,15.816200256,247.15800476,Tuesday
2761596,00:01:14,17.237499237,247.17399597,Tuesday
2761597,00:01:15,15.724699974,247.19400024,Tuesday
2761598,00:01:16,16.620399475,247.21200562,Tuesday
2761599,00:01:18,16.652799606,247.27400208,Tuesday
2761600,00:01:19,16.653400421,247.29100037,Tuesday
2761601,00:01:23,16.651899338,247.36500549,Tuesday
2761602,00:01:24,16.655899048,247.375,Tuesday
2761603,00:01:26,16.632600784,247.3809967,Tuesday
2761604,00:01:27,16.627599716,247.38499451,Tuesday
2761605,00:01:29,17.349399567,247.40699768,Tuesday
